date,category,product,units_sold,revenue,product_price,promo_flag,is_holiday_season,category_popularity_30d
2022-08-30,Furniture,Office Chair,12,1494.95,124.58,0,0,1.09
2022-08-30,Toys,Building Blocks,61,2167.45,35.53,0,0,0.89
2022-08-30,Sports,Yoga Mat,44,1825.95,41.5,0,0,1.01
2022-08-30,Beauty,Face Serum,164,3400.1,20.73,0,0,1.0
2022-08-31,Electronics,Smart Speaker,15,2269.51,151.3,0,0,0.91
2022-08-31,Groceries,Organic Cereal,353,1892.22,5.36,0,0,0.79
2022-08-31,Clothing,Running Shoes,72,4358.93,60.54,0,0,0.99
2022-08-31,Books,Business Book,77,2036.59,26.45,0,0,0.99
2022-08-31,Furniture,Office Chair,16,1671.78,104.49,0,0,1.04
2022-08-31,Toys,Building Blocks,75,2513.01,33.51,0,0,0.95
2022-08-31,Sports,Yoga Mat,44,2116.51,48.1,0,0,0.98
2022-08-31,Beauty,Face Serum,166,3653.91,22.01,0,0,0.9
2022-09-01,Electronics,Smart Speaker,16,2529.48,158.09,0,0,0.91
2022-09-01,Groceries,Organic Cereal,348,1750.59,5.03,0,0,0.96
2022-09-01,Clothing,Running Shoes,71,4352.1,61.3,0,0,1.0
2022-09-01,Books,Business Book,93,2268.08,24.39,0,0,1.06
2022-09-01,Furniture,Office Chair,9,1124.79,124.98,0,0,1.0
2022-09-01,Toys,Building Blocks,65,2325.44,35.78,0,0,0.95
2022-09-01,Sports,Yoga Mat,51,2210.64,43.35,0,0,1.2
2022-09-01,Beauty,Face Serum,164,3221.49,19.64,0,0,0.94
2022-09-02,Electronics,Smart Speaker,5,797.85,159.57,0,0,0.98
2022-09-02,Groceries,Organic Cereal,355,1691.29,4.76,0,0,1.07
2022-09-02,Clothing,Running Shoes,69,4133.43,59.9,0,0,1.15
2022-09-02,Books,Business Book,78,2015.83,25.84,0,0,0.82
2022-09-02,Furniture,Office Chair,18,2051.22,113.96,0,0,0.96
2022-09-02,Toys,Building Blocks,53,2088.99,39.41,0,0,0.82
2022-09-02,Sports,Yoga Mat,59,2429.7,41.18,0,0,1.0
2022-09-02,Beauty,Face Serum,183,3580.34,19.56,0,0,1.07
2022-09-03,Electronics,Smart Speaker,12,1952.38,162.7,0,0,1.14
2022-09-03,Groceries,Organic Cereal,364,1866.14,5.13,0,0,0.91
2022-09-03,Clothing,Running Shoes,81,4781.88,59.04,0,0,0.79
2022-09-03,Books,Business Book,113,2538.8,22.47,0,0,0.98
2022-09-03,Furniture,Office Chair,11,1254.11,114.01,0,0,0.82
2022-09-03,Toys,Building Blocks,62,2122.92,34.24,0,0,0.96
2022-09-03,Sports,Yoga Mat,52,2196.42,42.24,0,0,1.03
2022-09-03,Beauty,Face Serum,187,3929.02,21.01,0,0,1.04
2022-09-04,Electronics,Smart Speaker,13,1972.05,151.7,0,0,0.83
2022-09-04,Groceries,Organic Cereal,327,1660.29,5.08,0,0,1.04
2022-09-04,Clothing,Running Shoes,88,5310.16,60.34,0,0,1.0
2022-09-04,Books,Business Book,118,2728.71,23.12,0,0,0.85
2022-09-04,Furniture,Office Chair,13,1594.73,122.67,0,0,0.94
2022-09-04,Toys,Building Blocks,58,2157.4,37.2,0,0,0.89
2022-09-04,Sports,Yoga Mat,49,2191.58,44.73,0,0,1.2
2022-09-04,Beauty,Face Serum,192,3743.36,19.5,0,0,0.9
2022-09-05,Electronics,Smart Speaker,12,1927.14,160.6,0,0,0.98
2022-09-05,Groceries,Organic Cereal,323,1583.42,4.9,0,0,0.98
2022-09-05,Clothing,Running Shoes,70,3859.56,55.14,0,0,0.99
2022-09-05,Books,Business Book,103,2594.82,25.19,0,0,1.15
2022-09-05,Furniture,Office Chair,10,1203.31,120.33,0,0,0.93
2022-09-05,Toys,Building Blocks,58,2019.36,34.82,0,0,1.12
2022-09-05,Sports,Yoga Mat,58,2765.96,47.69,0,0,0.8
2022-09-05,Beauty,Face Serum,170,3334.65,19.62,0,0,1.1
2022-09-06,Electronics,Smart Speaker,14,2025.43,144.67,1,0,1.05
2022-09-06,Groceries,Organic Cereal,360,1919.02,5.33,1,0,1.0
2022-09-06,Clothing,Running Shoes,103,6252.97,60.71,1,0,0.99
2022-09-06,Books,Business Book,120,3111.05,25.93,1,0,0.91
2022-09-06,Furniture,Office Chair,10,1210.63,121.06,1,0,1.03
2022-09-06,Toys,Building Blocks,71,2480.78,34.94,1,0,1.08
2022-09-06,Sports,Yoga Mat,48,2080.44,43.34,1,0,0.9
2022-09-06,Beauty,Face Serum,221,4566.77,20.66,1,0,1.02
2022-09-07,Electronics,Smart Speaker,8,1298.78,162.35,0,0,1.12
2022-09-07,Groceries,Organic Cereal,422,1896.17,4.49,0,0,0.98
2022-09-07,Clothing,Running Shoes,50,3264.5,65.29,0,0,0.87
2022-09-07,Books,Business Book,117,2902.86,24.81,0,0,1.16
2022-09-07,Furniture,Office Chair,9,1105.6,122.84,0,0,1.02
2022-09-07,Toys,Building Blocks,65,2156.45,33.18,0,0,1.01
2022-09-07,Sports,Yoga Mat,50,2147.61,42.95,0,0,1.0
2022-09-07,Beauty,Face Serum,144,2944.94,20.45,0,0,1.05
2022-09-08,Electronics,Smart Speaker,12,1832.89,152.74,0,0,0.88
2022-09-08,Groceries,Organic Cereal,313,1669.73,5.33,0,0,0.75
2022-09-08,Clothing,Running Shoes,61,3569.49,58.52,0,0,0.93
2022-09-08,Books,Business Book,101,2479.06,24.55,0,0,1.06
2022-09-08,Furniture,Office Chair,9,1113.69,123.74,0,0,1.02
2022-09-08,Toys,Building Blocks,56,2051.79,36.64,0,0,0.97
2022-09-08,Sports,Yoga Mat,44,2126.19,48.32,0,0,1.0
2022-09-08,Beauty,Face Serum,173,3595.42,20.78,0,0,0.99
2022-09-09,Electronics,Smart Speaker,10,1512.46,151.25,0,0,0.92
2022-09-09,Groceries,Organic Cereal,317,1633.76,5.15,0,0,0.93
2022-09-09,Clothing,Running Shoes,70,4527.77,64.68,0,0,0.98
2022-09-09,Books,Business Book,107,2547.71,23.81,0,0,1.08
2022-09-09,Furniture,Office Chair,11,1267.71,115.25,0,0,1.02
2022-09-09,Toys,Building Blocks,73,2370.93,32.48,0,0,1.07
2022-09-09,Sports,Yoga Mat,54,2176.63,40.31,0,0,1.1
2022-09-09,Beauty,Face Serum,154,3260.92,21.17,0,0,0.97
2022-09-10,Electronics,Smart Speaker,10,1511.55,151.15,0,0,0.93
2022-09-10,Groceries,Organic Cereal,405,1979.41,4.89,0,0,1.05
2022-09-10,Clothing,Running Shoes,74,5020.05,67.84,0,0,0.95
2022-09-10,Books,Business Book,89,2262.29,25.42,0,0,1.11
2022-09-10,Furniture,Office Chair,16,1958.29,122.39,0,0,0.98
2022-09-10,Toys,Building Blocks,68,2354.88,34.63,0,0,1.12
2022-09-10,Sports,Yoga Mat,41,1672.18,40.78,0,0,1.01
2022-09-10,Beauty,Face Serum,192,3776.44,19.67,0,0,0.85
2022-09-11,Electronics,Smart Speaker,17,2450.21,144.13,0,0,1.01
2022-09-11,Groceries,Organic Cereal,343,1828.47,5.33,0,0,0.87
2022-09-11,Clothing,Running Shoes,65,4097.15,63.03,0,0,0.94
2022-09-11,Books,Business Book,97,2346.96,24.2,0,0,0.91
2022-09-11,Furniture,Office Chair,4,522.83,130.71,0,0,1.02
2022-09-11,Toys,Building Blocks,63,2323.12,36.87,0,0,0.92
2022-09-11,Sports,Yoga Mat,45,2186.47,48.59,0,0,1.07
2022-09-11,Beauty,Face Serum,159,3335.76,20.98,0,0,1.16
2022-09-12,Electronics,Smart Speaker,9,1300.62,144.51,0,0,1.06
2022-09-12,Groceries,Organic Cereal,410,1804.7,4.4,0,0,0.96
2022-09-12,Clothing,Running Shoes,78,4496.86,57.65,0,0,1.05
2022-09-12,Books,Business Book,105,2619.75,24.95,0,0,0.96
2022-09-12,Furniture,Office Chair,6,770.27,128.38,0,0,1.0
2022-09-12,Toys,Building Blocks,48,1714.13,35.71,0,0,1.02
2022-09-12,Sports,Yoga Mat,38,1633.94,43.0,0,0,1.1
2022-09-12,Beauty,Face Serum,184,3570.08,19.4,0,0,0.99
2022-09-13,Electronics,Smart Speaker,11,1698.07,154.37,1,0,1.11
2022-09-13,Groceries,Organic Cereal,531,2252.94,4.24,1,0,1.23
2022-09-13,Clothing,Running Shoes,89,5149.96,57.86,1,0,0.79
2022-09-13,Books,Business Book,133,3350.44,25.19,1,0,1.17
2022-09-13,Furniture,Office Chair,10,1168.04,116.8,1,0,0.95
2022-09-13,Toys,Building Blocks,81,2659.5,32.83,1,0,0.96
2022-09-13,Sports,Yoga Mat,60,2475.38,41.26,1,0,0.92
2022-09-13,Beauty,Face Serum,208,4468.3,21.48,1,0,1.18
2022-09-14,Electronics,Smart Speaker,17,2509.05,147.59,1,0,1.02
2022-09-14,Groceries,Organic Cereal,445,2317.32,5.21,1,0,0.92
2022-09-14,Clothing,Running Shoes,88,4969.72,56.47,1,0,1.05
2022-09-14,Books,Business Book,101,2434.19,24.1,1,0,1.12
2022-09-14,Furniture,Office Chair,16,1885.99,117.87,1,0,0.9
2022-09-14,Toys,Building Blocks,70,2596.47,37.09,1,0,0.99
2022-09-14,Sports,Yoga Mat,64,2594.26,40.54,1,0,0.9
2022-09-14,Beauty,Face Serum,225,4227.48,18.79,1,0,0.92
2022-09-15,Electronics,Smart Speaker,11,1692.18,153.83,1,0,1.04
2022-09-15,Groceries,Organic Cereal,480,2218.64,4.62,1,0,0.85
2022-09-15,Clothing,Running Shoes,88,4885.1,55.51,1,0,1.15
2022-09-15,Books,Business Book,113,2884.55,25.53,1,0,1.13
2022-09-15,Furniture,Office Chair,11,1398.35,127.12,1,0,1.09
2022-09-15,Toys,Building Blocks,97,3121.86,32.18,1,0,1.04
2022-09-15,Sports,Yoga Mat,66,2828.18,42.85,1,0,0.93
2022-09-15,Beauty,Face Serum,205,4442.81,21.67,1,0,1.14
2022-09-16,Electronics,Smart Speaker,13,1910.76,146.98,1,0,1.0
2022-09-16,Groceries,Organic Cereal,415,2207.29,5.32,1,0,0.84
2022-09-16,Clothing,Running Shoes,81,4774.91,58.95,1,0,0.81
2022-09-16,Books,Business Book,102,2542.18,24.92,1,0,0.98
2022-09-16,Furniture,Office Chair,12,1408.96,117.41,1,0,1.07
2022-09-16,Toys,Building Blocks,72,2493.42,34.63,1,0,1.0
2022-09-16,Sports,Yoga Mat,59,2657.62,45.04,1,0,1.05
2022-09-16,Beauty,Face Serum,224,4583.3,20.46,1,0,1.13
2022-09-17,Electronics,Smart Speaker,8,1214.18,151.77,0,0,1.02
2022-09-17,Groceries,Organic Cereal,431,2094.52,4.86,0,0,1.02
2022-09-17,Clothing,Running Shoes,74,4201.39,56.78,0,0,1.05
2022-09-17,Books,Business Book,114,2842.05,24.93,0,0,0.83
2022-09-17,Furniture,Office Chair,14,1577.85,112.7,0,0,1.19
2022-09-17,Toys,Building Blocks,68,2302.94,33.87,0,0,1.06
2022-09-17,Sports,Yoga Mat,53,2258.57,42.61,0,0,1.02
2022-09-17,Beauty,Face Serum,189,3801.19,20.11,0,0,0.97
2022-09-18,Electronics,Smart Speaker,14,2216.39,158.31,0,0,0.97
2022-09-18,Groceries,Organic Cereal,366,1930.77,5.28,0,0,0.99
2022-09-18,Clothing,Running Shoes,77,4774.45,62.01,0,0,0.92
2022-09-18,Books,Business Book,101,2673.37,26.47,0,0,0.99
2022-09-18,Furniture,Office Chair,13,1554.16,119.55,0,0,1.21
2022-09-18,Toys,Building Blocks,76,2771.66,36.47,0,0,0.97
2022-09-18,Sports,Yoga Mat,61,2821.74,46.26,0,0,1.09
2022-09-18,Beauty,Face Serum,171,3438.03,20.11,0,0,1.08
2022-09-19,Electronics,Smart Speaker,9,1375.21,152.8,1,0,1.0
2022-09-19,Groceries,Organic Cereal,439,2216.85,5.05,1,0,0.79
2022-09-19,Clothing,Running Shoes,90,5123.38,56.93,1,0,0.86
2022-09-19,Books,Business Book,120,3008.98,25.07,1,0,1.0
2022-09-19,Furniture,Office Chair,12,1472.32,122.69,1,0,1.0
2022-09-19,Toys,Building Blocks,77,2745.96,35.66,1,0,0.99
2022-09-19,Sports,Yoga Mat,54,2470.79,45.76,1,0,0.85
2022-09-19,Beauty,Face Serum,206,4068.79,19.75,1,0,1.08
2022-09-20,Electronics,Smart Speaker,9,1280.38,142.26,0,0,1.11
2022-09-20,Groceries,Organic Cereal,322,1756.75,5.46,0,0,1.02
2022-09-20,Clothing,Running Shoes,70,4104.93,58.64,0,0,1.06
2022-09-20,Books,Business Book,85,2222.1,26.14,0,0,1.02
2022-09-20,Furniture,Office Chair,15,1759.32,117.29,0,0,1.03
2022-09-20,Toys,Building Blocks,56,1841.0,32.88,0,0,1.07
2022-09-20,Sports,Yoga Mat,59,2640.07,44.75,0,0,1.02
2022-09-20,Beauty,Face Serum,204,3954.58,19.39,0,0,0.86
2022-09-21,Electronics,Smart Speaker,14,2005.19,143.23,0,0,1.11
2022-09-21,Groceries,Organic Cereal,330,1701.94,5.16,0,0,0.92
2022-09-21,Clothing,Running Shoes,73,4283.69,58.68,0,0,1.19
2022-09-21,Books,Business Book,113,2911.06,25.76,0,0,0.98
2022-09-21,Furniture,Office Chair,9,1079.12,119.9,0,0,0.92
2022-09-21,Toys,Building Blocks,51,1770.36,34.71,0,0,1.06
2022-09-21,Sports,Yoga Mat,36,1572.21,43.67,0,0,0.93
2022-09-21,Beauty,Face Serum,194,3723.85,19.2,0,0,1.21
2022-09-22,Electronics,Smart Speaker,18,2788.12,154.9,1,0,1.03
2022-09-22,Groceries,Organic Cereal,508,2133.18,4.2,1,0,1.12
2022-09-22,Clothing,Running Shoes,76,4771.88,62.79,1,0,1.11
2022-09-22,Books,Business Book,121,3128.25,25.85,1,0,1.1
2022-09-22,Furniture,Office Chair,7,825.17,117.88,1,0,1.09
2022-09-22,Toys,Building Blocks,92,3213.67,34.93,1,0,0.87
2022-09-22,Sports,Yoga Mat,58,2723.53,46.96,1,0,1.02
2022-09-22,Beauty,Face Serum,193,4137.18,21.44,1,0,1.01
2022-09-23,Electronics,Smart Speaker,10,1474.59,147.46,0,0,0.97
2022-09-23,Groceries,Organic Cereal,316,1625.49,5.14,0,0,1.15
2022-09-23,Clothing,Running Shoes,76,4775.53,62.84,0,0,1.23
2022-09-23,Books,Business Book,92,2290.11,24.89,0,0,0.95
2022-09-23,Furniture,Office Chair,9,1137.51,126.39,0,0,0.83
2022-09-23,Toys,Building Blocks,59,2029.91,34.41,0,0,0.99
2022-09-23,Sports,Yoga Mat,49,2289.29,46.72,0,0,0.95
2022-09-23,Beauty,Face Serum,189,3594.59,19.02,0,0,1.04
2022-09-24,Electronics,Smart Speaker,9,1308.77,145.42,0,0,1.01
2022-09-24,Groceries,Organic Cereal,343,1812.57,5.28,0,0,0.99
2022-09-24,Clothing,Running Shoes,88,4785.79,54.38,0,0,0.98
2022-09-24,Books,Business Book,85,2128.13,25.04,0,0,1.16
2022-09-24,Furniture,Office Chair,10,1087.2,108.72,0,0,1.08
2022-09-24,Toys,Building Blocks,68,2579.22,37.93,0,0,1.06
2022-09-24,Sports,Yoga Mat,44,2069.8,47.04,0,0,1.16
2022-09-24,Beauty,Face Serum,191,3643.82,19.08,0,0,1.0
2022-09-25,Electronics,Smart Speaker,17,2676.86,157.46,1,0,0.97
2022-09-25,Groceries,Organic Cereal,481,2390.09,4.97,1,0,0.97
2022-09-25,Clothing,Running Shoes,91,5386.19,59.19,1,0,1.05
2022-09-25,Books,Business Book,107,2942.46,27.5,1,0,0.94
2022-09-25,Furniture,Office Chair,18,2148.72,119.37,1,0,0.98
2022-09-25,Toys,Building Blocks,58,2200.46,37.94,1,0,1.11
2022-09-25,Sports,Yoga Mat,61,2730.9,44.77,1,0,1.02
2022-09-25,Beauty,Face Serum,228,4738.96,20.78,1,0,0.91
2022-09-26,Electronics,Smart Speaker,9,1384.48,153.83,0,0,0.95
2022-09-26,Groceries,Organic Cereal,336,1726.46,5.14,0,0,1.12
2022-09-26,Clothing,Running Shoes,87,5045.93,58.0,0,0,1.06
2022-09-26,Books,Business Book,84,2065.49,24.59,0,0,1.13
2022-09-26,Furniture,Office Chair,5,585.94,117.19,0,0,0.96
2022-09-26,Toys,Building Blocks,46,1645.43,35.77,0,0,0.92
2022-09-26,Sports,Yoga Mat,44,1896.18,43.1,0,0,1.13
2022-09-26,Beauty,Face Serum,168,3535.49,21.04,0,0,1.08
2022-09-27,Electronics,Smart Speaker,15,2002.57,133.5,0,0,0.92
2022-09-27,Groceries,Organic Cereal,366,1811.76,4.95,0,0,0.7
2022-09-27,Clothing,Running Shoes,56,3697.58,66.03,0,0,1.02
2022-09-27,Books,Business Book,110,2524.27,22.95,0,0,1.12
2022-09-27,Furniture,Office Chair,4,473.86,118.47,0,0,1.24
2022-09-27,Toys,Building Blocks,80,2512.96,31.41,0,0,0.93
2022-09-27,Sports,Yoga Mat,52,2334.6,44.9,0,0,1.13
2022-09-27,Beauty,Face Serum,192,3824.45,19.92,0,0,1.09
2022-09-28,Electronics,Smart Speaker,13,1867.63,143.66,0,0,0.96
2022-09-28,Groceries,Organic Cereal,354,1697.4,4.79,0,0,1.07
2022-09-28,Clothing,Running Shoes,60,3796.65,63.28,0,0,1.03
2022-09-28,Books,Business Book,95,2337.55,24.61,0,0,1.02
2022-09-28,Furniture,Office Chair,7,905.11,129.3,0,0,1.02
2022-09-28,Toys,Building Blocks,47,1540.42,32.77,0,0,1.14
2022-09-28,Sports,Yoga Mat,36,1626.46,45.18,0,0,0.95
2022-09-28,Beauty,Face Serum,175,3521.63,20.12,0,0,0.99
2022-09-29,Electronics,Smart Speaker,14,2110.94,150.78,0,0,1.02
2022-09-29,Groceries,Organic Cereal,346,1683.85,4.87,0,0,0.72
2022-09-29,Clothing,Running Shoes,62,3688.36,59.49,0,0,0.98
2022-09-29,Books,Business Book,94,2314.99,24.63,0,0,0.84
2022-09-29,Furniture,Office Chair,6,724.13,120.69,0,0,1.09
2022-09-29,Toys,Building Blocks,62,2046.05,33.0,0,0,1.03
2022-09-29,Sports,Yoga Mat,42,1956.38,46.58,0,0,0.95
2022-09-29,Beauty,Face Serum,159,3420.11,21.51,0,0,1.18
2022-09-30,Electronics,Smart Speaker,16,2121.3,132.58,1,0,0.82
2022-09-30,Groceries,Organic Cereal,445,2099.74,4.72,1,0,1.07
2022-09-30,Clothing,Running Shoes,93,5431.34,58.4,1,0,1.09
2022-09-30,Books,Business Book,118,3160.16,26.78,1,0,0.76
2022-09-30,Furniture,Office Chair,11,1201.72,109.25,1,0,0.95
2022-09-30,Toys,Building Blocks,76,2462.58,32.4,1,0,1.11
2022-09-30,Sports,Yoga Mat,74,3313.62,44.78,1,0,1.1
2022-09-30,Beauty,Face Serum,232,4708.33,20.29,1,0,1.06
2022-10-01,Electronics,Smart Speaker,12,1793.38,149.45,0,0,1.02
2022-10-01,Groceries,Organic Cereal,364,1887.05,5.18,0,0,1.03
2022-10-01,Clothing,Running Shoes,83,4970.14,59.88,0,0,0.95
2022-10-01,Books,Business Book,119,2752.56,23.13,0,0,0.98
2022-10-01,Furniture,Office Chair,10,1147.56,114.76,0,0,1.15
2022-10-01,Toys,Building Blocks,67,2444.5,36.49,0,0,1.13
2022-10-01,Sports,Yoga Mat,50,2050.56,41.01,0,0,1.12
2022-10-01,Beauty,Face Serum,172,3426.57,19.92,0,0,1.03
2022-10-02,Electronics,Smart Speaker,15,2306.56,153.77,0,0,0.94
2022-10-02,Groceries,Organic Cereal,399,2162.7,5.42,0,0,0.93
2022-10-02,Clothing,Running Shoes,69,4123.42,59.76,0,0,0.89
2022-10-02,Books,Business Book,92,2328.15,25.31,0,0,1.04
2022-10-02,Furniture,Office Chair,9,1107.43,123.05,0,0,1.01
2022-10-02,Toys,Building Blocks,76,2752.38,36.22,0,0,0.89
2022-10-02,Sports,Yoga Mat,47,2086.62,44.4,0,0,1.1
2022-10-02,Beauty,Face Serum,182,3792.78,20.84,0,0,0.99
2022-10-03,Electronics,Smart Speaker,5,719.08,143.82,0,0,0.92
2022-10-03,Groceries,Organic Cereal,339,1857.3,5.48,0,0,0.98
2022-10-03,Clothing,Running Shoes,69,3811.6,55.24,0,0,0.96
2022-10-03,Books,Business Book,91,2245.18,24.67,0,0,1.0
2022-10-03,Furniture,Office Chair,12,1445.76,120.48,0,0,1.05
2022-10-03,Toys,Building Blocks,74,2607.68,35.24,0,0,1.15
2022-10-03,Sports,Yoga Mat,40,1729.76,43.24,0,0,1.0
2022-10-03,Beauty,Face Serum,187,3735.92,19.98,0,0,1.01
2022-10-04,Electronics,Smart Speaker,13,1976.17,152.01,1,0,0.84
2022-10-04,Groceries,Organic Cereal,443,2213.1,5.0,1,0,0.82
2022-10-04,Clothing,Running Shoes,96,6010.16,62.61,1,0,1.1
2022-10-04,Books,Business Book,103,2566.94,24.92,1,0,0.93
2022-10-04,Furniture,Office Chair,6,715.21,119.2,1,0,0.95
2022-10-04,Toys,Building Blocks,89,2873.58,32.29,1,0,1.03
2022-10-04,Sports,Yoga Mat,67,2733.33,40.8,1,0,0.93
2022-10-04,Beauty,Face Serum,198,4103.43,20.72,1,0,1.15
2022-10-05,Electronics,Smart Speaker,8,1185.82,148.23,0,0,1.02
2022-10-05,Groceries,Organic Cereal,335,1771.9,5.29,0,0,0.8
2022-10-05,Clothing,Running Shoes,73,4243.83,58.13,0,0,1.09
2022-10-05,Books,Business Book,86,2175.64,25.3,0,0,1.02
2022-10-05,Furniture,Office Chair,8,966.08,120.76,0,0,0.93
2022-10-05,Toys,Building Blocks,49,1861.04,37.98,0,0,0.84
2022-10-05,Sports,Yoga Mat,55,2774.24,50.44,0,0,1.09
2022-10-05,Beauty,Face Serum,189,3591.27,19.0,0,0,0.73
2022-10-06,Electronics,Smart Speaker,8,1262.54,157.82,0,0,0.93
2022-10-06,Groceries,Organic Cereal,342,1768.54,5.17,0,0,0.89
2022-10-06,Clothing,Running Shoes,66,4090.98,61.98,0,0,0.97
2022-10-06,Books,Business Book,92,2350.7,25.55,0,0,1.02
2022-10-06,Furniture,Office Chair,8,988.36,123.55,0,0,0.81
2022-10-06,Toys,Building Blocks,71,2538.22,35.75,0,0,1.05
2022-10-06,Sports,Yoga Mat,55,2362.5,42.95,0,0,1.01
2022-10-06,Beauty,Face Serum,194,3326.0,17.14,0,0,0.98
2022-10-07,Electronics,Smart Speaker,9,1348.61,149.85,0,0,1.01
2022-10-07,Groceries,Organic Cereal,360,1796.68,4.99,0,0,1.0
2022-10-07,Clothing,Running Shoes,72,4476.56,62.17,0,0,0.91
2022-10-07,Books,Business Book,106,2671.28,25.2,0,0,1.04
2022-10-07,Furniture,Office Chair,9,1047.12,116.35,0,0,0.97
2022-10-07,Toys,Building Blocks,55,1845.11,33.55,0,0,0.93
2022-10-07,Sports,Yoga Mat,44,2024.61,46.01,0,0,0.93
2022-10-07,Beauty,Face Serum,169,3384.65,20.03,0,0,1.14
2022-10-08,Electronics,Smart Speaker,9,1350.91,150.1,0,0,1.12
2022-10-08,Groceries,Organic Cereal,365,1756.84,4.81,0,0,0.95
2022-10-08,Clothing,Running Shoes,85,5283.2,62.16,0,0,1.05
2022-10-08,Books,Business Book,112,2636.04,23.54,0,0,1.07
2022-10-08,Furniture,Office Chair,19,2339.93,123.15,0,0,1.07
2022-10-08,Toys,Building Blocks,68,2384.26,35.06,0,0,0.95
2022-10-08,Sports,Yoga Mat,39,1882.22,48.26,0,0,1.17
2022-10-08,Beauty,Face Serum,199,3927.69,19.74,0,0,1.17
2022-10-09,Electronics,Smart Speaker,14,2089.34,149.24,0,0,0.8
2022-10-09,Groceries,Organic Cereal,377,1875.95,4.98,0,0,1.06
2022-10-09,Clothing,Running Shoes,88,5025.92,57.11,0,0,1.15
2022-10-09,Books,Business Book,117,2726.76,23.31,0,0,0.94
2022-10-09,Furniture,Office Chair,16,2046.43,127.9,0,0,0.98
2022-10-09,Toys,Building Blocks,75,2501.17,33.35,0,0,1.26
2022-10-09,Sports,Yoga Mat,57,2773.38,48.66,0,0,0.92
2022-10-09,Beauty,Face Serum,220,4423.66,20.11,0,0,0.94
2022-10-10,Electronics,Smart Speaker,23,3383.32,147.1,1,0,1.16
2022-10-10,Groceries,Organic Cereal,442,2132.65,4.83,1,0,0.8
2022-10-10,Clothing,Running Shoes,85,5039.6,59.29,1,0,1.15
2022-10-10,Books,Business Book,127,3413.17,26.88,1,0,0.95
2022-10-10,Furniture,Office Chair,9,1108.25,123.14,1,0,1.08
2022-10-10,Toys,Building Blocks,71,2309.27,32.52,1,0,1.12
2022-10-10,Sports,Yoga Mat,52,2192.25,42.16,1,0,0.96
2022-10-10,Beauty,Face Serum,193,3656.76,18.95,1,0,1.03
2022-10-11,Electronics,Smart Speaker,11,1664.22,151.29,0,0,0.86
2022-10-11,Groceries,Organic Cereal,318,1591.5,5.0,0,0,1.13
2022-10-11,Clothing,Running Shoes,72,4168.38,57.89,0,0,0.95
2022-10-11,Books,Business Book,81,2106.16,26.0,0,0,0.75
2022-10-11,Furniture,Office Chair,8,994.39,124.3,0,0,1.01
2022-10-11,Toys,Building Blocks,50,1616.04,32.32,0,0,1.18
2022-10-11,Sports,Yoga Mat,38,1748.29,46.01,0,0,1.01
2022-10-11,Beauty,Face Serum,192,3564.25,18.56,0,0,1.22
2022-10-12,Electronics,Smart Speaker,9,1364.59,151.62,0,0,0.96
2022-10-12,Groceries,Organic Cereal,365,1766.27,4.84,0,0,0.91
2022-10-12,Clothing,Running Shoes,75,4239.69,56.53,0,0,0.95
2022-10-12,Books,Business Book,88,2220.14,25.23,0,0,0.8
2022-10-12,Furniture,Office Chair,4,487.02,121.76,0,0,0.83
2022-10-12,Toys,Building Blocks,61,1978.83,32.44,0,0,0.96
2022-10-12,Sports,Yoga Mat,42,2055.55,48.94,0,0,1.03
2022-10-12,Beauty,Face Serum,172,3343.58,19.44,0,0,0.99
2022-10-13,Electronics,Smart Speaker,6,908.3,151.38,0,0,1.02
2022-10-13,Groceries,Organic Cereal,318,1666.5,5.24,0,0,0.95
2022-10-13,Clothing,Running Shoes,68,3946.04,58.03,0,0,1.03
2022-10-13,Books,Business Book,97,2431.1,25.06,0,0,1.12
2022-10-13,Furniture,Office Chair,12,1424.99,118.75,0,0,1.05
2022-10-13,Toys,Building Blocks,57,1924.35,33.76,0,0,0.91
2022-10-13,Sports,Yoga Mat,38,1744.7,45.91,0,0,0.77
2022-10-13,Beauty,Face Serum,198,3587.99,18.12,0,0,1.19
2022-10-14,Electronics,Smart Speaker,8,1180.05,147.51,0,0,1.12
2022-10-14,Groceries,Organic Cereal,344,1679.74,4.88,0,0,0.9
2022-10-14,Clothing,Running Shoes,82,4813.38,58.7,0,0,1.03
2022-10-14,Books,Business Book,113,2683.38,23.75,0,0,0.95
2022-10-14,Furniture,Office Chair,11,1382.24,125.66,0,0,0.99
2022-10-14,Toys,Building Blocks,53,1709.87,32.26,0,0,1.04
2022-10-14,Sports,Yoga Mat,44,1982.71,45.06,0,0,0.83
2022-10-14,Beauty,Face Serum,143,3069.45,21.46,0,0,1.02
2022-10-15,Electronics,Smart Speaker,10,1667.86,166.79,0,0,1.25
2022-10-15,Groceries,Organic Cereal,396,1936.0,4.89,0,0,1.01
2022-10-15,Clothing,Running Shoes,73,4116.48,56.39,0,0,0.94
2022-10-15,Books,Business Book,90,2245.27,24.95,0,0,0.85
2022-10-15,Furniture,Office Chair,16,1761.53,110.1,0,0,0.91
2022-10-15,Toys,Building Blocks,77,2814.33,36.55,0,0,1.02
2022-10-15,Sports,Yoga Mat,54,2412.06,44.67,0,0,0.78
2022-10-15,Beauty,Face Serum,200,3756.73,18.78,0,0,1.14
2022-10-16,Electronics,Smart Speaker,21,3175.13,151.2,1,0,0.92
